brand,model,engine_cc,age_months,km_driven,owners,condition,launch_price,price
Bajaj,Pulsar NS200,199,46,41481,2,Fair,135820,42340
Royal Enfield,Classic 350,349,14,11360,2,Excellent,242820,186021
KTM,RC 200,199,72,74879,1,Good,245820,58063
Hero,Passion Pro,110,64,56287,1,Fair,99800,21525
KTM,390 Duke,399,12,7160,3,Excellent,281820,207172
Royal Enfield,Classic 350,349,67,81479,1,Fair,242820,49729
Yamaha,FZ-FI,149,72,55271,3,Fair,141820,26665
Bajaj,Dominar 400,373,38,37879,1,Good,167140,77099
Hero,HF Deluxe,97,13,13843,1,Good,97460,72988
Hero,HF Deluxe,97,66,57533,2,Fair,97460,19710
Royal Enfield,Meteor 350,349,33,26499,1,Good,242820,127097
Bajaj,Pulsar NS200,199,32,39792,1,Good,135820,70682
TVS,Apache RTR 200 4V,197,60,66731,1,Good,125460,30136
Hero,Passion Pro,110,10,5291,3,Good,99800,68868
Bajaj,Dominar 400,373,45,50691,1,Good,167140,63580
Yamaha,MT-15,155,60,59854,1,Good,142900,34808
Yamaha,FZ-FI,149,58,53014,3,Fair,141820,27143
Royal Enfield,Hunter 350,349,45,25298,1,Good,242820,97015
TVS,Radeon,109,8,8093,1,Excellent,109620,97652
Honda,Hornet 2.0,184,5,5328,2,Excellent,138120,120872
BMW,G 310 R,313,82,82515,4,Fair,406340,64768
Honda,SP 125,124,29,32936,3,Fair,127320,54351
Yamaha,MT-15,155,4,2210,1,Good,142900,123304
Bajaj,Pulsar NS200,199,81,97977,3,Fair,135820,23357
Honda,Hornet 2.0,184,42,40408,1,Excellent,138120,63524
BMW,G 310 R,313,5,4003,2,Excellent,406340,356454
Bajaj,Pulsar 150,149,39,36665,3,Good,126820,49889
KTM,Duke 250,249,70,46412,2,Fair,254820,52684
Bajaj,Pulsar 150,149,96,57965,1,Fair,126820,27261
Hero,Splendor Plus,97,74,70243,1,Fair,97460,20432
KTM,RC 200,199,75,53259,1,Poor,245820,45339
TVS,Sport,109,77,45418,1,Fair,109620,24157
Honda,Shine,123,29,34368,1,Excellent,127140,77767
Yamaha,MT-15,155,59,65264,1,Fair,142900,30267
Suzuki,V-Strom SX,249,57,56197,2,Fair,149820,32000
Hero,Passion Pro,110,63,33554,3,Fair,99800,19579
Hero,HF Deluxe,97,25,13128,2,Excellent,97460,62613
Suzuki,V-Strom SX,249,31,28232,1,Good,149820,81268
Royal Enfield,Himalayan,452,11,8738,1,Excellent,261360,223292
Hero,HF Deluxe,97,88,44348,2,Fair,97460,20231
KTM,RC 200,199,83,74507,4,Poor,245820,33869
Hero,HF Deluxe,97,2,1762,3,Good,97460,75068
Bajaj,Dominar 400,373,46,42786,3,Excellent,167140,60127
TVS,Apache RTR 200 4V,197,44,40434,1,Good,125460,49965
Royal Enfield,Classic 350,349,54,45585,2,Fair,242820,59001
Triumph,Speed 400,398,6,6974,2,Good,311640,244277
KTM,RC 200,199,12,14587,2,Good,245820,175268
Royal Enfield,Classic 350,349,49,28820,1,Good,242820,86315
Royal Enfield,Meteor 350,349,71,72916,1,Good,242820,57589
Triumph,Speed 400,398,31,20289,2,Fair,311640,141799
TVS,Radeon,109,87,72608,2,Fair,109620,21498
TVS,Apache RTR 160,159,67,64144,3,Fair,118620,21908
KTM,Duke 250,249,39,23060,2,Fair,254820,97712
Yamaha,FZ-FI,149,46,41017,1,Excellent,141820,58844
Suzuki,Gixxer,155,40,35771,1,Excellent,132900,64658
Triumph,Speed 400,398,71,86118,1,Fair,311640,63199
KTM,Duke 250,249,38,21749,2,Good,254820,113935
Honda,Shine,123,82,79755,1,Fair,127140,26133
Royal Enfield,Hunter 350,349,50,41059,3,Good,242820,71213
Hero,Splendor Plus,97,5,3727,1,Good,97460,82808
TVS,Radeon,109,74,70484,1,Fair,109620,22970
KTM,Duke 200,199,61,62764,2,Good,245820,55955
Hero,Passion Pro,110,89,65577,2,Fair,99800,19857
TVS,Radeon,109,26,26632,1,Fair,109620,57442
KTM,390 Duke,399,29,25144,1,Excellent,281820,175430
Bajaj,Pulsar 150,149,14,7262,2,Excellent,126820,97886
Bajaj,Pulsar 150,149,67,75510,2,Fair,126820,24721
Yamaha,MT-15,155,47,57871,1,Excellent,142900,55814
TVS,Apache RTR 160,159,25,30242,2,Excellent,118620,73803
Hero,Splendor Plus,97,14,11518,1,Excellent,97460,79405
Triumph,Speed 400,398,56,62974,1,Fair,311640,72504
Yamaha,MT-15,155,40,36662,2,Good,142900,59368
Royal Enfield,Meteor 350,349,15,14101,1,Excellent,242820,194058
Bajaj,Pulsar 150,149,84,96717,1,Poor,126820,21367
Hero,HF Deluxe,97,29,29817,1,Good,97460,54721
Bajaj,Pulsar NS200,199,62,41515,2,Fair,135820,28351
Royal Enfield,Hunter 350,349,88,105359,3,Fair,242820,41085
Bajaj,Pulsar 150,149,22,16752,3,Good,126820,71668
Royal Enfield,Classic 350,349,45,43563,1,Good,242820,93674
TVS,Sport,109,58,55504,1,Fair,109620,23996
Royal Enfield,Hunter 350,349,53,47783,1,Fair,242820,64627
Hero,Splendor Plus,97,31,23866,3,Good,97460,46374
Royal Enfield,Hunter 350,349,28,30525,2,Excellent,242820,143231
Bajaj,Pulsar 125,125,36,44090,3,Good,122500,50714
Royal Enfield,Classic 350,349,63,32783,2,Fair,242820,51547
KTM,Duke 250,249,28,17472,1,Excellent,254820,163879
TVS,Apache RTR 160,159,3,2733,3,Good,118620,90085
Triumph,Speed 400,398,81,98093,2,Fair,311640,57892
KTM,Duke 250,249,21,18688,3,Excellent,254820,160248
Bajaj,Pulsar 150,149,47,56129,1,Fair,126820,39765
Suzuki,Gixxer,155,51,56622,1,Fair,132900,37047
Royal Enfield,Himalayan,452,13,6610,1,Excellent,261360,217963
Triumph,Speed 400,398,77,76229,1,Fair,311640,64531
Royal Enfield,Classic 350,349,8,6686,1,Excellent,242820,216867
KTM,Duke 250,249,94,73785,1,Fair,254820,53034
Bajaj,Dominar 400,373,62,34636,2,Good,167140,40217
Bajaj,Pulsar 125,125,49,27139,1,Fair,122500,38403
Yamaha,MT-15,155,35,27099,3,Fair,142900,54872
TVS,Sport,109,1,1000,1,Good,109620,98379
TVS,Sport,109,43,41088,2,Excellent,109620,46184
Hero,Splendor Plus,97,25,19410,3,Fair,97460,45823
Royal Enfield,Hunter 350,349,41,40391,1,Fair,242820,91507
Bajaj,Pulsar NS200,199,89,55556,1,Fair,135820,29337
Yamaha,FZ-FI,149,46,33664,4,Good,141820,42364
Bajaj,Pulsar 150,149,60,41397,3,Fair,126820,24506
Bajaj,Pulsar 150,149,37,42545,2,Good,126820,55696
Suzuki,V-Strom SX,249,52,45716,1,Fair,149820,41357
Honda,Shine,123,52,51040,1,Fair,127140,34730
Royal Enfield,Himalayan,452,34,37581,1,Excellent,261360,144258
Bajaj,Pulsar NS200,199,72,60037,2,Good,135820,31087
Hero,Splendor Plus,97,47,45220,4,Excellent,97460,30446
KTM,Duke 250,249,64,63452,1,Fair,254820,54171
Honda,Shine,123,21,11961,1,Good,127140,84678
Honda,Hornet 2.0,184,66,81065,3,Good,138120,28018
Royal Enfield,Classic 350,349,49,43962,1,Fair,242820,73700
Yamaha,MT-15,155,75,60288,1,Fair,142900,30574
TVS,Apache RTR 200 4V,197,45,34200,2,Good,125460,46327
Royal Enfield,Himalayan,452,63,35734,2,Fair,261360,55170
BMW,G 310 R,313,42,29165,4,Excellent,406340,148952
KTM,RC 200,199,17,8856,1,Excellent,245820,192553
TVS,Sport,109,63,77288,3,Fair,109620,19704
Royal Enfield,Himalayan,452,10,8274,2,Good,261360,193809
Yamaha,FZ-FI,149,90,92052,1,Fair,141820,28397
Honda,SP 125,124,74,68390,2,Poor,127320,21409
Yamaha,R15 V4,155,6,3011,2,Excellent,142900,123978
KTM,Duke 250,249,58,66983,1,Good,254820,61994
Bajaj,Dominar 400,373,75,63398,1,Fair,167140,35535
KTM,Duke 250,249,96,94726,1,Fair,254820,50729
Yamaha,FZ-FI,149,75,51336,2,Fair,141820,29038
Suzuki,Gixxer,155,93,52893,4,Fair,132900,22510
Yamaha,MT-15,155,38,42622,3,Excellent,142900,62443
TVS,Apache RTR 160,159,58,53740,2,Fair,118620,24494
Bajaj,Pulsar 125,125,57,64501,2,Good,122500,29268
KTM,Duke 250,249,38,22980,2,Excellent,254820,124914
TVS,Sport,109,19,11045,1,Excellent,109620,82944
TVS,Radeon,109,55,44149,2,Fair,109620,25800
Yamaha,FZ-FI,149,6,4192,1,Excellent,141820,130615
Suzuki,Gixxer,155,37,40703,1,Excellent,132900,68478
Yamaha,R15 V4,155,28,30920,2,Fair,142900,67382
Bajaj,Pulsar 125,125,71,56509,1,Good,122500,30040
Suzuki,V-Strom SX,249,44,27630,1,Fair,149820,53758
Yamaha,R15 V4,155,46,47887,1,Good,142900,53235
KTM,Duke 250,249,92,113131,2,Fair,254820,45780
KTM,Duke 250,249,33,21831,2,Fair,254820,111193
Yamaha,MT-15,155,5,2693,3,Excellent,142900,116297
TVS,Apache RTR 160,159,94,102147,1,Poor,118620,19749
KTM,Duke 250,249,57,35682,1,Good,254820,68569
Bajaj,Pulsar 150,149,72,59068,3,Good,126820,26918
KTM,Duke 250,249,24,12853,1,Excellent,254820,177234
Yamaha,MT-15,155,33,24954,4,Excellent,142900,64299
Suzuki,V-Strom SX,249,40,42876,2,Fair,149820,54064
Royal Enfield,Meteor 350,349,9,10046,3,Excellent,242820,185030
KTM,Duke 250,249,65,52462,1,Good,254820,62996
KTM,Duke 200,199,21,14759,2,Good,245820,153106
KTM,RC 200,199,68,79985,2,Fair,245820,47472
Honda,Hornet 2.0,184,70,64777,2,Good,138120,31311
KTM,Duke 250,249,84,96843,1,Poor,254820,42921
Royal Enfield,Meteor 350,349,12,7544,4,Excellent,242820,159924
Honda,Hornet 2.0,184,87,76882,4,Poor,138120,18936
TVS,Radeon,109,91,105029,4,Poor,109620,15000
TVS,Radeon,109,41,23586,2,Good,109620,45612
Yamaha,FZ-FI,149,77,60254,2,Fair,141820,28524
TVS,Sport,109,50,35221,1,Fair,109620,32854
Yamaha,R15 V4,155,77,52717,3,Poor,142900,22955
Suzuki,Gixxer,155,66,57398,2,Good,132900,30581
Honda,Hornet 2.0,184,19,17163,3,Good,138120,81809
Yamaha,MT-15,155,71,57660,1,Good,142900,34962
Hero,Passion Pro,110,19,15354,1,Excellent,99800,74916
KTM,Duke 200,199,32,36425,1,Good,245820,128762
Royal Enfield,Hunter 350,349,56,37093,2,Fair,242820,55894
KTM,Duke 250,249,36,36908,3,Fair,254820,94045
Triumph,Speed 400,398,86,57001,2,Fair,311640,63092
Bajaj,Dominar 400,373,41,30308,2,Good,167140,68667
Suzuki,V-Strom SX,249,57,55625,3,Good,149820,33728
TVS,Apache RTR 200 4V,197,60,31709,4,Fair,125460,22145
KTM,Duke 200,199,56,61697,1,Fair,245820,57339
TVS,Radeon,109,92,69044,2,Fair,109620,21656
Honda,Hornet 2.0,184,1,1000,2,Excellent,138120,128043
Suzuki,Gixxer,155,31,34369,1,Good,132900,71251
Bajaj,Dominar 400,373,57,29020,3,Fair,167140,34839
Honda,Shine,123,29,22600,2,Good,127140,68024
KTM,RC 200,199,81,54863,2,Fair,245820,49980
Yamaha,R15 V4,155,92,60268,1,Fair,142900,30575
Royal Enfield,Meteor 350,349,73,46107,1,Fair,242820,53440
Bajaj,Pulsar 125,125,75,87817,1,Fair,122500,24752
Hero,Passion Pro,110,15,12210,2,Excellent,99800,75235
Yamaha,FZ-FI,149,79,77629,2,Poor,141820,23395
Bajaj,Dominar 400,373,94,109871,2,Fair,167140,30249
Royal Enfield,Himalayan,452,49,30293,4,Fair,261360,63528
Suzuki,Gixxer,155,51,60628,2,Fair,132900,34545
Bajaj,Pulsar 150,149,68,39270,1,Fair,126820,28285
KTM,Duke 250,249,83,94166,2,Poor,254820,40581
TVS,Radeon,109,82,50938,1,Fair,109620,23896
TVS,Apache RTR 200 4V,197,80,89581,3,Poor,125460,18676
Royal Enfield,Meteor 350,349,73,84594,1,Fair,242820,49403
Honda,SP 125,124,80,97961,2,Fair,127320,23658
TVS,Radeon,109,56,57647,2,Good,109620,27564
Honda,Shine,123,86,49807,4,Fair,127140,21666
Honda,Hornet 2.0,184,43,52818,1,Fair,138120,48395
Honda,Shine,123,92,57177,3,Fair,127140,23814
TVS,Radeon,109,43,23385,2,Fair,109620,38218
Yamaha,MT-15,155,16,15124,1,Good,142900,102211
Royal Enfield,Classic 350,349,34,28530,2,Good,242820,116648
Honda,Hornet 2.0,184,92,92060,1,Poor,138120,23507
Suzuki,Gixxer,155,79,98636,1,Fair,132900,26233
TVS,Sport,109,60,30558,1,Fair,109620,24861
TVS,Apache RTR 160,159,49,31872,2,Good,118620,39406
KTM,Duke 250,249,50,50852,2,Fair,254820,69633
Bajaj,Pulsar NS200,199,59,58447,4,Fair,135820,22750
Royal Enfield,Himalayan,452,73,59690,2,Fair,261360,52627
Bajaj,Pulsar NS200,199,94,66201,3,Poor,135820,21232
Bajaj,Pulsar NS200,199,77,48360,2,Poor,135820,23777
Hero,Passion Pro,110,25,23962,1,Fair,99800,53477
Royal Enfield,Classic 350,349,96,93581,3,Poor,242820,35836
Yamaha,FZ-FI,149,88,61040,2,Fair,141820,28479
Yamaha,R15 V4,155,84,48885,1,Fair,142900,31278
Royal Enfield,Hunter 350,349,33,33735,1,Good,242820,125359
Yamaha,R15 V4,155,80,50545,2,Poor,142900,24909
TVS,Apache RTR 160,159,87,74210,1,Fair,118620,24665
Triumph,Speed 400,398,66,75648,1,Good,311640,73492
BMW,G 310 R,313,63,66372,1,Fair,406340,85870
Yamaha,MT-15,155,21,24993,1,Good,142900,92893
Bajaj,Pulsar 125,125,2,2045,1,Excellent,122500,119119
Hero,Splendor Plus,97,36,22815,1,Excellent,97460,53083
BMW,G 310 R,313,78,55192,1,Fair,406340,87833
Hero,HF Deluxe,97,38,23596,2,Excellent,97460,47720
KTM,RC 200,199,58,65872,2,Fair,245820,49533
KTM,Duke 250,249,17,16891,1,Excellent,254820,196669
KTM,Duke 250,249,50,58931,3,Fair,254820,63416
Bajaj,Pulsar 125,125,64,63516,1,Fair,122500,26038
BMW,G 310 R,313,37,23482,2,Good,406340,185087
Suzuki,V-Strom SX,249,63,69025,1,Good,149820,35819
KTM,Duke 200,199,14,7074,1,Excellent,245820,201918
Honda,Hornet 2.0,184,3,2804,1,Good,138120,120552
Hero,Splendor Plus,97,82,92571,3,Fair,97460,16958
Royal Enfield,Hunter 350,349,6,4429,2,Excellent,242820,210128
Honda,Shine,123,79,76133,1,Fair,127140,26332
Honda,SP 125,124,62,41190,1,Fair,127320,28291
Suzuki,V-Strom SX,249,30,27567,1,Excellent,149820,91126
Yamaha,MT-15,155,82,100870,2,Fair,142900,26384
Suzuki,Gixxer,155,84,73456,1,Poor,132900,23526
Suzuki,Gixxer,155,55,55942,1,Fair,132900,32508
Honda,Hornet 2.0,184,90,63891,2,Poor,138120,23439
Honda,Hornet 2.0,184,66,39029,1,Fair,138120,30820
KTM,Duke 200,199,26,22634,1,Good,245820,147632
Bajaj,Pulsar 150,149,14,15227,2,Good,126820,87783
Bajaj,Dominar 400,373,77,91155,3,Poor,167140,24796
KTM,Duke 250,249,54,50613,1,Fair,254820,65219
Royal Enfield,Classic 350,349,95,79024,4,Fair,242820,38990
TVS,Apache RTR 160,159,64,52984,1,Fair,118620,25753
Bajaj,Dominar 400,373,16,18667,2,Excellent,167140,122680
Honda,Hornet 2.0,184,94,110886,1,Poor,138120,22552
Royal Enfield,Himalayan,452,44,23740,1,Good,261360,107462
TVS,Apache RTR 200 4V,197,3,2916,1,Excellent,125460,120308
Royal Enfield,Hunter 350,349,34,32878,1,Good,242820,123070
Bajaj,Dominar 400,373,76,43736,1,Fair,167140,36955
Suzuki,Gixxer,155,81,67142,1,Fair,132900,28041
KTM,390 Duke,399,51,42498,1,Good,281820,91893
Royal Enfield,Meteor 350,349,44,27130,4,Fair,242820,68024
Suzuki,V-Strom SX,249,14,11967,1,Excellent,149820,121965
Suzuki,Gixxer,155,88,74832,3,Fair,132900,24011
Honda,SP 125,124,49,33542,2,Fair,127320,37065
BMW,G 310 R,313,76,55901,1,Poor,406340,74552
Suzuki,Gixxer,155,87,103987,1,Fair,132900,25925
TVS,Apache RTR 200 4V,197,52,42587,1,Fair,125460,34845
Hero,Passion Pro,110,39,48090,1,Good,99800,44132
Bajaj,Pulsar 150,149,33,37218,2,Good,126820,61133
Bajaj,Dominar 400,373,4,2956,2,Excellent,167140,148774
Royal Enfield,Classic 350,349,22,16108,2,Excellent,242820,163121
Honda,Hornet 2.0,184,72,54616,1,Good,138120,33999
Honda,SP 125,124,61,55176,1,Fair,127320,27521
Honda,SP 125,124,29,19551,1,Fair,127320,64073
KTM,Duke 200,199,4,3367,1,Excellent,245820,232602
Royal Enfield,Classic 350,349,88,56856,4,Fair,242820,40803
Bajaj,Pulsar NS200,199,84,80048,1,Fair,135820,27900
Yamaha,MT-15,155,23,25874,1,Excellent,142900,98641
Hero,Passion Pro,110,48,35070,3,Good,99800,31386
KTM,Duke 250,249,20,20908,2,Excellent,254820,175192
Honda,Hornet 2.0,184,59,50494,2,Good,138120,32222
Suzuki,Gixxer,155,29,30860,2,Fair,132900,61541
Royal Enfield,Classic 350,349,52,29127,1,Fair,242820,69210
Honda,Shine,123,79,79486,3,Fair,127140,22748
Suzuki,Gixxer,155,87,44789,2,Fair,132900,27565
Hero,Passion Pro,110,61,53677,1,Fair,99800,21637
TVS,Apache RTR 160,159,73,59263,2,Fair,118620,23906
BMW,G 310 R,313,49,50398,1,Fair,406340,121780
Hero,Splendor Plus,97,56,30216,2,Good,97460,25857
TVS,Apache RTR 200 4V,197,23,26204,3,Excellent,125460,75297
Yamaha,R15 V4,155,59,54072,1,Fair,142900,30957
Yamaha,MT-15,155,12,6773,1,Excellent,142900,120831
Triumph,Speed 400,398,21,22050,1,Good,311640,203707
Hero,Passion Pro,110,94,115329,1,Fair,99800,18979
Royal Enfield,Hunter 350,349,3,1888,2,Excellent,242820,219286
Honda,SP 125,124,72,82783,1,Fair,127320,26003
Honda,SP 125,124,57,34354,1,Good,127320,34348
Honda,Hornet 2.0,184,35,27786,1,Good,138120,69253
Hero,HF Deluxe,97,38,23118,2,Good,97460,43464
Yamaha,MT-15,155,31,19089,2,Fair,142900,65166
BMW,G 310 R,313,22,19164,1,Good,406340,262762
Honda,SP 125,124,27,17467,2,Excellent,127320,78360
Royal Enfield,Meteor 350,349,73,59745,1,Fair,242820,52009
Royal Enfield,Hunter 350,349,96,72518,2,Fair,242820,47629
KTM,Duke 250,249,82,91464,3,Fair,254820,44446
Hero,Splendor Plus,97,14,7596,2,Excellent,97460,75179
Yamaha,FZ-FI,149,7,4891,1,Excellent,141820,128763
TVS,Radeon,109,65,64282,1,Fair,109620,23264
TVS,Sport,109,15,9233,1,Excellent,109620,88394
Royal Enfield,Himalayan,452,35,27507,3,Fair,261360,100281
Royal Enfield,Himalayan,452,66,77326,1,Good,261360,61420
Yamaha,MT-15,155,51,61239,2,Fair,142900,37098
Royal Enfield,Hunter 350,349,35,21908,1,Fair,242820,108225
KTM,Duke 200,199,76,56790,1,Fair,245820,52966
TVS,Apache RTR 160,159,53,62885,2,Fair,118620,28794
Royal Enfield,Himalayan,452,23,14011,3,Excellent,261360,160473
Hero,HF Deluxe,97,79,91460,1,Poor,97460,16608
KTM,Duke 200,199,86,102837,1,Fair,245820,48076
Royal Enfield,Classic 350,349,18,19194,1,Excellent,242820,183793
TVS,Radeon,109,93,104032,1,Poor,109620,18174
BMW,G 310 R,313,26,19725,2,Good,406340,230646
TVS,Apache RTR 160,159,62,69244,1,Fair,118620,24920
Yamaha,R15 V4,155,13,12211,2,Excellent,142900,110879
Bajaj,Pulsar 150,149,56,41456,1,Fair,126820,30794
BMW,G 310 R,313,30,36946,2,Excellent,406340,228197
Royal Enfield,Himalayan,452,24,14222,2,Good,261360,155105
TVS,Sport,109,20,23700,1,Excellent,109620,79757
KTM,Duke 250,249,63,70163,2,Fair,254820,50227
KTM,Duke 250,249,45,32274,3,Excellent,254820,96054
Yamaha,MT-15,155,37,41734,2,Good,142900,62858
Honda,Shine,123,10,5165,2,Excellent,127140,104192
Bajaj,Pulsar NS200,199,96,96999,2,Fair,135820,25291
Royal Enfield,Himalayan,452,90,101262,2,Fair,261360,48215
KTM,390 Duke,399,9,7195,2,Good,281820,212248
Suzuki,V-Strom SX,249,75,78953,1,Fair,149820,30846
Triumph,Speed 400,398,89,63576,2,Fair,311640,62260
KTM,Duke 200,199,37,31736,2,Good,245820,110233
KTM,390 Duke,399,80,61182,3,Fair,281820,52363
Royal Enfield,Meteor 350,349,30,36074,3,Fair,242820,101138
KTM,Duke 250,249,75,46801,2,Fair,254820,52644
Royal Enfield,Classic 350,349,53,31420,2,Good,242820,71329
Yamaha,MT-15,155,19,19138,3,Excellent,142900,92671
Bajaj,Pulsar NS200,199,48,39853,1,Good,135820,48645
Honda,Hornet 2.0,184,64,41140,3,Fair,138120,26703
Honda,Shine,123,56,65679,1,Fair,127140,29417
KTM,RC 200,199,22,13519,2,Excellent,245820,165929
Royal Enfield,Classic 350,349,50,37967,3,Fair,242820,62981
Honda,SP 125,124,92,51396,1,Poor,127320,23570
Yamaha,FZ-FI,149,66,45404,1,Fair,141820,31255
Suzuki,V-Strom SX,249,72,67987,1,Fair,149820,31556
Bajaj,Pulsar 150,149,88,104254,2,Fair,126820,23241
TVS,Apache RTR 160,159,95,76868,2,Fair,118620,23058
Honda,Shine,123,71,40481,1,Good,127140,32180
KTM,Duke 200,199,51,41068,1,Fair,245820,70662
Yamaha,MT-15,155,88,95467,3,Poor,142900,21003
Hero,Passion Pro,110,76,93614,1,Fair,99800,19915
TVS,Sport,109,64,56058,2,Fair,109620,22234
BMW,G 310 R,313,53,63837,2,Fair,406340,98445
BMW,G 310 R,313,23,12444,3,Good,406340,227693
Yamaha,FZ-FI,149,35,38679,3,Good,141820,60587
KTM,RC 200,199,46,36438,3,Good,245820,81469
Yamaha,FZ-FI,149,38,47083,3,Good,141820,55903
Honda,Hornet 2.0,184,64,45059,2,Fair,138120,28632
Suzuki,V-Strom SX,249,85,81918,1,Fair,149820,30654
Royal Enfield,Classic 350,349,63,69224,1,Good,242820,58029
Hero,Passion Pro,110,50,61648,1,Good,99800,32296
Triumph,Speed 400,398,35,34195,1,Fair,311640,135700
Suzuki,V-Strom SX,249,30,21134,2,Good,149820,78899
Hero,HF Deluxe,97,43,26760,1,Fair,97460,35918
Yamaha,R15 V4,155,19,21511,3,Excellent,142900,92261
Honda,SP 125,124,90,57257,1,Poor,127320,23296
Hero,HF Deluxe,97,7,7732,2,Good,97460,75301
Triumph,Speed 400,398,45,26617,3,Fair,311640,94994
BMW,G 310 R,313,79,91220,2,Poor,406340,65125
Yamaha,FZ-FI,149,30,15178,1,Excellent,141820,88285
Royal Enfield,Himalayan,452,28,14822,2,Excellent,261360,158778
Bajaj,Pulsar 125,125,6,5414,1,Excellent,122500,112572
Royal Enfield,Meteor 350,349,62,73169,1,Fair,242820,50601
TVS,Radeon,109,83,81017,1,Poor,109620,19101
TVS,Sport,109,17,8995,1,Excellent,109620,85844
Suzuki,Gixxer,155,3,1878,2,Excellent,132900,120021
TVS,Apache RTR 160,159,57,68171,1,Fair,118620,26307
BMW,G 310 R,313,92,58307,1,Fair,406340,87286
Bajaj,Dominar 400,373,39,37315,2,Good,167140,70952
Royal Enfield,Hunter 350,349,84,62037,2,Fair,242820,48663
Suzuki,Gixxer,155,60,69948,1,Fair,132900,27880
Yamaha,R15 V4,155,84,44972,1,Fair,142900,31519
TVS,Sport,109,7,7166,1,Good,109620,90196
Honda,Shine,123,59,47958,2,Fair,127140,26206
KTM,Duke 200,199,22,24073,1,Excellent,245820,173083
Royal Enfield,Hunter 350,349,36,20870,4,Fair,242820,82830
TVS,Sport,109,88,54909,2,Poor,109620,18943
Yamaha,MT-15,155,62,36925,1,Fair,142900,32016
KTM,390 Duke,399,49,40546,1,Fair,281820,86108
Royal Enfield,Meteor 350,349,24,19484,1,Excellent,242820,166824
Yamaha,FZ-FI,149,19,17807,1,Good,141820,96437
Bajaj,Dominar 400,373,83,67838,1,Fair,167140,35215
Honda,Shine,123,45,54612,3,Good,127140,41750
Suzuki,Gixxer,155,81,47022,2,Fair,132900,27444
Bajaj,Pulsar NS200,199,1,1000,2,Good,135820,114579
Bajaj,Pulsar 125,125,38,24587,2,Fair,122500,47895
TVS,Apache RTR 160,159,40,49163,2,Good,118620,48093
TVS,Apache RTR 160,159,25,23328,2,Fair,118620,59819
TVS,Apache RTR 200 4V,197,67,70652,2,Good,125460,28101
Royal Enfield,Himalayan,452,63,31833,1,Fair,261360,59132
Hero,Passion Pro,110,12,14205,1,Good,99800,75752
KTM,390 Duke,399,58,47206,1,Fair,281820,62714
Bajaj,Pulsar 125,125,24,27220,2,Excellent,122500,77969
Bajaj,Pulsar 150,149,50,59064,4,Fair,126820,28288
Bajaj,Pulsar NS200,199,54,57935,4,Good,135820,30395
Bajaj,Dominar 400,373,76,80099,1,Fair,167140,34330
Hero,Splendor Plus,97,62,33249,1,Fair,97460,21990
KTM,Duke 200,199,52,46058,3,Good,245820,67108
Royal Enfield,Himalayan,452,82,93517,3,Fair,261360,45385
Yamaha,MT-15,155,74,80031,1,Poor,142900,24952
Triumph,Speed 400,398,81,72793,1,Fair,311640,64993
Yamaha,R15 V4,155,75,67887,1,Fair,142900,30105
Yamaha,MT-15,155,25,27473,2,Good,142900,81334
Bajaj,Pulsar 125,125,47,53049,3,Good,122500,38247
Royal Enfield,Hunter 350,349,8,5701,1,Excellent,242820,217256
KTM,390 Duke,399,31,25271,4,Fair,281820,105413
Hero,Passion Pro,110,60,68620,4,Fair,99800,16374
Royal Enfield,Himalayan,452,23,22306,1,Excellent,261360,181627
Honda,SP 125,124,11,11161,2,Excellent,127320,101795
TVS,Sport,109,40,27526,1,Fair,109620,43342
Honda,Hornet 2.0,184,92,50332,3,Poor,138120,22292
Bajaj,Pulsar NS200,199,62,42758,4,Good,135820,26695
KTM,Duke 200,199,7,3552,1,Excellent,245820,223731
KTM,Duke 250,249,78,87466,1,Fair,254820,51528
TVS,Sport,109,37,19067,1,Good,109620,53559
Hero,Splendor Plus,97,85,104924,1,Poor,97460,16126
Suzuki,V-Strom SX,249,46,37583,3,Good,149820,49543
Bajaj,Pulsar 150,149,52,51240,1,Good,126820,39390
Suzuki,Gixxer,155,40,25791,3,Good,132900,52172
TVS,Sport,109,60,33873,1,Fair,109620,24704
Yamaha,MT-15,155,3,1768,2,Excellent,142900,129078
Honda,Shine,123,91,70532,2,Fair,127140,25041
Yamaha,R15 V4,155,46,27000,1,Good,142900,55426
TVS,Apache RTR 160,159,5,3675,1,Good,118620,100796
KTM,RC 200,199,11,10555,2,Excellent,245820,196758
Honda,SP 125,124,58,48977,1,Fair,127320,28234
TVS,Apache RTR 160,159,31,36394,1,Fair,118620,55690
TVS,Sport,109,63,32814,1,Good,109620,28158
Royal Enfield,Classic 350,349,55,50577,3,Fair,242820,52229
KTM,390 Duke,399,36,43591,1,Fair,281820,118011
Yamaha,R15 V4,155,35,34876,1,Good,142900,70687
Yamaha,R15 V4,155,19,15140,1,Good,142900,97654
Honda,Hornet 2.0,184,95,85788,1,Fair,138120,28030
KTM,390 Duke,399,39,41789,2,Fair,281820,104265
BMW,G 310 R,313,8,4172,1,Good,406340,331761
Yamaha,MT-15,155,21,20532,1,Excellent,142900,102938
TVS,Radeon,109,10,8444,4,Excellent,109620,74099
TVS,Apache RTR 200 4V,197,31,22142,1,Fair,125460,60518
Yamaha,FZ-FI,149,25,20087,1,Good,141820,87072
KTM,Duke 250,249,60,32045,1,Good,254820,65553
